Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,LGMXT05.3382,standard SUV,3,11/14,15/21,12/16,2,No,513/543
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT05.3384,standard SUV,3,14,21,16,2,No,547
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT05.3384,standard SUV,3,14,21,16,2,No,547
CHEVROLET Suburban 1500,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Suburban 1500,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Suburban 1500,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT06.2374,standard SUV,3,14,20,16,2,No,557
CHEVROLET Suburban 1500,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT06.2374,standard SUV,3,14,20,16,2,No,557
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,LGMXT05.3382,standard SUV,3,11/15,17/22,13/18,3,No,479/505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,LGMXT05.3382,standard SUV,3,11/15,17/22,13/18,3,No,479/505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,LGMXT05.3382,standard SUV,3,11/15,16/21,13/17,3,No,491/513
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,LGMXT05.3382,standard SUV,3,11/15,16/21,13/17,3,No,491/513
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT05.3384,standard SUV,3,15,21,17,3,No,525
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT05.3384,standard SUV,3,15,21,17,3,No,525
CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT06.2374,standard SUV,3,14,22,17,3,No,527
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT06.2374,standard SUV,3,14,22,17,3,No,527
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LGMXT03.6151,standard SUV,6,17,25,20,4,No,442
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LGMXT03.6151,standard SUV,6,17,25,20,4,No,442
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXV01.4099,small SUV,5,26,31,28,6,No,316
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXV01.4099,small SUV,5,26,31,28,6,No,316
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXV01.4099,small SUV,5,24,29,26,5,No,344
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXV01.4099,small SUV,5,24,29,26,5,No,344
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,large car,3,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,large car,3,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,large car,3,18,27,21,4,No,415
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,large car,3,18,27,21,4,No,415
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV05.75P5,large car,3,16,25,19,3,No,466
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV05.75P5,large car,3,16,25,19,3,No,466
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LCRXT03.65P8,minivan,7,19,28,22,4,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LCRXT03.65P8,minivan,7,19,28,22,4,No,401
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,LCRXT03.65P6,minivan,7,29/87,30/76,30/82,10,Elite,119
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,LCRXT03.65P6,minivan,7,29/87,30/76,30/82,10,Elite,119
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LCRXT03.65P8,minivan,7,19,28,22,4,No,401
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LCRXT03.65P8,minivan,7,19,28,22,4,No,401
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,midsize car,3,19,30,23,5,No,389
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,midsize car,3,19,30,23,5,No,389
DODGE Challenger,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,midsize car,3,18,27,21,4,No,415
DODGE Challenger,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,midsize car,3,18,27,21,4,No,415
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV05.75P5,midsize car,3,16,25,19,3,No,466
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV05.75P5,midsize car,3,16,25,19,3,No,466
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,midsize car,1,15,24,18,3,No,500
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,midsize car,1,15,24,18,3,No,500
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.25P0,midsize car,1,13,22,16,2,No,546
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.25P0,midsize car,1,13,22,16,2,No,546
DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.25P0,midsize car,1,13,21,16,2,No,567
DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.25P0,midsize car,1,13,21,16,2,No,567
DODGE Challenger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.25P0,midsize car,1,13,21,15,2,No,576
DODGE Challenger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.25P0,midsize car,1,13,21,15,2,No,576
DODGE Challenger SRT Widebody,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.25P0,midsize car,1,13,21,16,2,No,567
DODGE Challenger SRT Widebody,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.25P0,midsize car,1,13,21,16,2,No,567
DODGE Challenger Widebody,6.4,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,midsize car,1,15,24,18,3,No,500
DODGE Challenger Widebody,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,midsize car,1,15,24,18,3,No,500
DODGE Challenger Widebody,6.4,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Challenger Widebody,6.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,large car,3,19,30,23,5,No,389
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,large car,3,19,30,23,5,No,389
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,large car,3,18,27,21,4,No,415
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,large car,3,18,27,21,4,No,415
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV05.75P5,large car,3,16,25,19,3,No,466
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV05.75P5,large car,3,16,25,19,3,No,466
DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
DODGE Charger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.25P0,large car,1,12,21,15,2,No,592
DODGE Charger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.25P0,large car,1,12,21,15,2,No,592
DODGE Charger Widebody,6.4,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
DODGE Charger Widebody,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LCRXT03.65P5,standard SUV,7,19,26,21,4,No,414
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LCRXT03.65P5,standard SUV,7,19,26,21,4,No,414
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LCRXT03.65P5,standard SUV,7,18,25,21,4,No,427
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LCRXT03.65P5,standard SUV,7,18,25,21,4,No,427
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,525
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,525
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,533
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,533
DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXT06.45P1,standard SUV,1,13,19,15,2,No,584
DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXT06.45P1,standard SUV,1,13,19,15,2,No,584
DODGE Grand Caravan,3.6,6,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P0,minivan,5,17,25,20,4,No,445
DODGE Grand Caravan,3.6,6,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P0,minivan,5,17,25,20,4,No,445
DODGE Journey,2.4,4,Auto-4,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT02.4FP2,small SUV,3,19,25,21,4,No,420
FERRARI 488 Pista,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,20,17,3,No,524
FERRARI 488 Pista,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,20,17,3,No,524
FERRARI 488 Pista Spider,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,19,17,3,No,531
FERRARI 488 Pista Spider,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,19,17,3,No,531
FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV06.5GDI,small car,3,12,16,13,1,No,661
FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV06.5GDI,small car,3,12,16,13,1,No,661
FERRARI F8 Tributo,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,19,16,2,No,541
FERRARI F8 Tributo,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,19,16,2,No,541
FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV06.5GDI,small car,3,12,17,13,1,No,661
FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV06.5GDI,small car,3,12,17,13,1,No,661
FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,21,17,3,No,524
FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,21,17,3,No,524
FERRARI Portofino,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,16,22,18,3,No,485
FERRARI Portofino,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,16,22,18,3,No,485
FIAT 124 Spider,1.4,4,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV01.45P0,small car,3,25,36,29,6,No,302
FIAT 124 Spider,1.4,4,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV01.45P0,small car,3,25,36,29,6,No,302
FIAT 124 Spider,1.4,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV01.45P0,small car,3,26,35,30,7,No,298
FIAT 124 Spider,1.4,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV01.45P0,small car,3,26,35,30,7,No,298
FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV01.45P0,station wagon,3,22,30,25,5,No,356
FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV01.45P0,station wagon,3,22,30,25,5,No,356
FIAT 500X,1.3,4,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LCRXT01.35P0,small SUV,6,24,30,26,5,No,342
FIAT 500X,1.3,4,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LCRXT01.35P0,small SUV,6,24,30,26,5,No,342
FORD EcoSport,1,3,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT01.01B7,small SUV,5,27,29,28,6,No,318
FORD EcoSport,1,3,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT01.01B7,small SUV,5,27,29,28,6,No,318
FORD EcoSport,2,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.01B2,small SUV,5,23,29,25,5,No,355
FORD EcoSport,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.01B2,small SUV,5,23,29,25,5,No,355
FORD Edge,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,21,29,24,5,No,369
FORD Edge,2,4,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,21,29,24,5,No,369
FORD Edge,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
FORD Edge,2,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
FORD Edge,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
FORD Edge,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
FORD Edge,2.7,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.72JQ,small SUV,5,19,26,21,4,No,417
FORD Edge,2.7,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.72JQ,small SUV,5,19,26,21,4,No,417
FORD Escape,1.5,3,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT01.52X1,small SUV,7,27,33,30,7,Yes,297
FORD Escape,1.5,3,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT01.52X1,small SUV,7,27,33,30,7,Yes,297
FORD Escape,1.5,3,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT01.52X1,small SUV,7,26,31,28,6,No,319
FORD Escape,1.5,3,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT01.52X1,small SUV,7,26,31,28,6,No,319
FORD Escape,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02Y1,small SUV,5,23,31,26,5,No,342
FORD Escape,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02Y1,small SUV,5,23,31,26,5,No,342
FORD Escape HEV,2.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT02.52F1,small SUV,7,44,37,41,9,Yes,220
FORD Escape HEV,2.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT02.52F1,small SUV,7,44,37,41,9,Yes,220
FORD Escape HEV,2.5,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT02.52F1,small SUV,7,43,37,40,9,Yes,224
FORD Escape HEV,2.5,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT02.52F1,small SUV,7,43,37,40,9,Yes,224
FORD Escape PHEV,2.5,4,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,LFMXT02.52P1,small SUV,7,43/109,38/91,41/100,10,Elite,77
FORD Escape PHEV,2.5,4,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,LFMXT02.52P1,small SUV,7,43/109,38/91,41/100,10,Elite,77
FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,17,22,19,3,No,473
FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,17,22,19,3,No,473
FORD Expedition MAX,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
FORD Expedition MAX,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
FORD Expedition MAX,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,494
FORD Expedition MAX,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,494
FORD Explorer,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.33U1,standard SUV,5,21,28,24,5,No,370
FORD Explorer,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.33U1,standard SUV,5,21,28,24,5,No,370
FORD Explorer,2.3,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.33U1,standard SUV,5,20,27,23,5,No,386
FORD Explorer,2.3,4,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.33U1,standard SUV,5,20,27,23,5,No,386
FORD Explorer,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.03U2,standard SUV,5,18,24,20,4,No,446
FORD Explorer,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.03U2,standard SUV,5,18,24,20,4,No,446
FORD Explorer FFV,3.3,6,SemiAuto-10,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.33U3,standard SUV,5,11/16,15/23,13/19,3,No,500/468
FORD Explorer FFV,3.3,6,SemiAuto-10,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.33U3,standard SUV,5,11/16,15/23,13/19,3,No,500/468
FORD Explorer HEV,3.3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.33F1,standard SUV,5,27,29,28,6,No,322
FORD Explorer HEV,3.3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.33F1,standard SUV,5,23,26,25,5,No,361
FORD Explorer HEV,3.3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.33F1,standard SUV,5,23,26,25,5,No,361
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.73JK,pickup,5,20,26,22,4,No,402
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.73JK,pickup,5,20,26,22,4,No,402
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.73JK,pickup,5,18,23,20,4,No,444
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.73JK,pickup,5,18,23,20,4,No,444
FORD F150,3,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,424
FORD F150,3,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,29,24,4,No,420
FORD F150,3,6,SemiAuto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,424
